"ID","CRASHDATE","NYCBOROUGH","ViolationDescription","ViolationCode"
15214310,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15214319,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15214373,"2/7/2020","BRONX","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15214404,"2/7/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15214421,"2/7/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15214493,"2/7/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15214753,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15215566,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15215579,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15221057,"2/7/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15221118,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15222218,"2/7/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15222858,"2/7/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15222925,"2/7/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15223073,"2/7/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15223266,"2/7/2020","QUEENS","SPEED OVER 55 ZONE","1180B"
15223906,"2/7/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15223989,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15224130,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15224161,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15224255,"2/7/2020","QUEENS","UNLICENSED OPERATOR","5091"
15224349,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15224590,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15224668,"2/7/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15226925,"2/7/2020","MANHATTAN","FAILED TO USE DESIGNATED LANE","1128C"
15227152,"2/7/2020","QUEENS","SPEED IN ZONE","1180D"
15227298,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15227500,"2/7/2020","BROOKLYN","FACILITATING AGGRAVATED UNLIC OPER","511A"
15227712,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15227721,"2/7/2020","BROOKLYN","UNSAFE TIRE","37535C"
15227873,"2/7/2020","QUEENS","FLD/NOTIFY DMV CHANGE OF ADDRESS","5098"
15227989,"2/7/2020","BROOKLYN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15228212,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15228223,"2/7/2020","BRONX","OP MV- MOBILE PHONE","1225C2A"
15228630,"2/7/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15228658,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15228697,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15229304,"2/7/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15229344,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15229913,"2/7/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15229925,"2/7/2020","QUEENS","UNLICENSED OPERATOR","5091"
15230574,"2/7/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15230864,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15231023,"2/7/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15231131,"2/7/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15231162,"2/7/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15231460,"2/7/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15231557,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15231666,"2/7/2020","BRONX","FLD TO STOP @ STOP SIGN","1172A"
15232036,"2/7/2020","STATEN ISLAND","DRIVING WHILE INTOXICATED","11923"
15234006,"2/7/2020","BRONX","UNLICENSED OPERATOR","5091"
15234419,"2/7/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15234598,"2/7/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15235477,"2/7/2020","BROOKLYN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15237635,"2/7/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15237883,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15237977,"2/7/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15238149,"2/7/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15238293,"2/7/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15238674,"2/7/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15238971,"2/7/2020","BRONX","UNLICENSED OPERATOR","5091"
15239173,"2/7/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15239444,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15239450,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239602,"2/7/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15239640,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239939,"2/7/2020","BRONX","FLD TO STOP @ STOP SIGN","1172A"
15239957,"2/7/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15244965,"2/7/2020","MANHATTAN","NO SEAT BELT DRIVER","1229C3"
15245104,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15245631,"2/7/2020","MANHATTAN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15146602,"2/8/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15150689,"2/8/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15151096,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15151276,"2/8/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15152095,"2/8/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15152511,"2/8/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15152657,"2/8/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15152797,"2/8/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15152853,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15153395,"2/8/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15153398,"2/8/2020","BRONX","OPER NONSUPV FRONT SEAT OCCUPNT-DJ/MJ/PERMIT","501B1A"
15157242,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15157342,"2/8/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15157494,"2/8/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15157535,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15158182,"2/8/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15159555,"2/8/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15159741,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15159944,"2/8/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15160105,"2/8/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15160170,"2/8/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15160471,"2/8/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15160543,"2/8/2020","STATEN ISLAND","UNREGISTERED MOTOR VEHICLE","4011A"
15164122,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15164681,"2/8/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15165524,"2/8/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15168342,"2/8/2020","BRONX","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15168577,"2/8/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15168736,"2/8/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15168992,"2/8/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15169400,"2/8/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15169799,"2/8/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15170239,"2/8/2020","MANHATTAN","OPERATING W/NO FRONT/REAR BUMPER","37548B"
15172528,"2/8/2020","QUEENS","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15173025,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15173179,"2/8/2020","QUEENS","UNLICENSED OPERATOR","5091"
15173431,"2/8/2020","BROOKLYN","FACILITATING AGGRAVATED UNLIC OPER","511A"
15173683,"2/8/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15173787,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15173807,"2/8/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15174233,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15176250,"2/8/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15177210,"2/8/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15177424,"2/8/2020","BRONX","FLD YLD RT-OF-WAY/RT TRN @ RD SIG","1111D2A"
15177449,"2/8/2020","STATEN ISLAND","DRIVING WHILE INTOXICATED","11923"
15178029,"2/8/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15178085,"2/8/2020","BRONX","UNLICENSED OPERATOR","5091"
15179023,"2/8/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15179077,"2/8/2020","BROOKLYN","OPER MV WHILE USING PORTABLE ELEC DEV","1225D"
15179361,"2/8/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15179367,"2/8/2020","BRONX","INADEQUATE STEERING/BRAKES/HORN","3751A"
15179700,"2/8/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15180254,"2/8/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15180288,"2/8/2020","BROOKLYN","INADEQUATE STEERING/BRAKES/HORN","3751A"
15180982,"2/8/2020","BRONX","UNREGISTERED MOTOR VEHICLE","4011A"
15181789,"2/8/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15185086,"2/8/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15185459,"2/8/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15185972,"2/8/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15186157,"2/8/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15189979,"2/8/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15190278,"2/8/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15190443,"2/8/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15190469,"2/8/2020","QUEENS","DRIVING W/ABILITY IMPARED BY DRUG","11924A"
15190838,"2/8/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15190905,"2/8/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15190924,"2/8/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15191424,"2/8/2020","QUEENS","DROVE ACROSS HAZARD MARKING","1128D"
15191424,"2/8/2020","QUEENS","DRIVING W/ABILITY IMPARED BY DRUG","11924"
15194107,"2/8/2020","MANHATTAN","PERMIT/REQUIRE DRIVER/VIOLATE PROV.","509L2A"
15194582,"2/8/2020","BRONX","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15195347,"2/8/2020","BRONX","UNLICENSED OPERATOR","5091"
15195354,"2/8/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15195387,"2/8/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15195492,"2/8/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15196105,"2/8/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15198924,"2/8/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15199083,"2/8/2020","QUEENS","UNLICENSED OPERATOR","5091"
15199083,"2/8/2020","BRONX","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15199290,"2/8/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15199684,"2/8/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15199792,"2/8/2020","QUEENS","UNLICENSED OPERATOR","5091"
15200609,"2/8/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15203904,"2/8/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15204003,"2/8/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15204378,"2/8/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15204953,"2/8/2020","BRONX","UNREGISTERED MOTOR VEHICLE","4011A"
15205118,"2/8/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15205565,"2/8/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15205971,"2/8/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15206992,"2/8/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15207271,"2/8/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15207597,"2/8/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15207632,"2/8/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15207955,"2/8/2020","BROOKLYN","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15208740,"2/8/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15210122,"2/8/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15213642,"2/8/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15213998,"2/8/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15214648,"2/8/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15215264,"2/8/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15221523,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15221824,"2/8/2020","QUEENS","UNLICENSED OPERATOR","5091"
15221837,"2/8/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15221944,"2/8/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15222868,"2/8/2020","QUEENS","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15223293,"2/8/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15224058,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15224060,"2/8/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15224130,"2/8/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15224228,"2/8/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15224321,"2/8/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15224708,"2/8/2020","MANHATTAN","UNREGISTERED MOTOR VEHICLE","4011A"
15225575,"2/8/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15226898,"2/8/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15227773,"2/8/2020","MANHATTAN","OPERATING W/O INSURANCE INF.","3191U"
15227989,"2/8/2020","BROOKLYN","DROVE ACROSS HAZARD MARKING","1128D"
15228415,"2/8/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15228591,"2/8/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15228690,"2/8/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15229366,"2/8/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15229928,"2/8/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15229973,"2/8/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15230110,"2/8/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15230192,"2/8/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15230372,"2/8/2020","QUEENS","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15230951,"2/8/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15231029,"2/8/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15231295,"2/8/2020","MANHATTAN","FLD/NOTIFY DMV CHANGE OF ADDRESS","5098"
15231325,"2/8/2020","BRONX","BACKING UNSAFELY","1211A"
15231613,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15231625,"2/8/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15233423,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15233958,"2/8/2020","BRONX","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15234251,"2/8/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15234415,"2/8/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15234531,"2/8/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15234560,"2/8/2020","BROOKLYN","UNSAFE TIRE","37535C"
15237879,"2/8/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15237922,"2/8/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15238416,"2/8/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15238573,"2/8/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15238747,"2/8/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15239043,"2/8/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239173,"2/8/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15239261,"2/8/2020","BRONX","INADEQUATE STEERING/BRAKES/HORN","3751A"
15239308,"2/8/2020","BROOKLYN","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15239717,"2/8/2020","BROOKLYN","FAILED TO COMPLY W/LAWFUL ORDER","1102"
15239940,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15239957,"2/8/2020","BROOKLYN","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15239970,"2/8/2020","BRONX","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15244730,"2/8/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15244809,"2/8/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15245356,"2/8/2020","BROOKLYN","FLD/NOTIFY DMV CHANGE OF ADDRESS","5098"
15245526,"2/8/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15151652,"2/9/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15151870,"2/9/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15151870,"2/9/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15152288,"2/9/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15152466,"2/9/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15152534,"2/9/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15156926,"2/9/2020","STATEN ISLAND","FLD TO STOP @ STOP SIGN","1172A"
15157629,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15158191,"2/9/2020","MANHATTAN","INADEQUATE EMER/HAND BRAKE","3751"
15158658,"2/9/2020","BROOKLYN","FLD/STOP @ YLD SIGN WHEN REQUIRED","1172B"
15159086,"2/9/2020","STATEN ISLAND","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15159184,"2/9/2020","BROOKLYN","UNREGISTERED MOTOR VEHICLE","4011A"
15163439,"2/9/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15164125,"2/9/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15164139,"2/9/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15164681,"2/9/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15164861,"2/9/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15165806,"2/9/2020","STATEN ISLAND","UNLICENSED OPERATOR","5091"
15168049,"2/9/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15168201,"2/9/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15168685,"2/9/2020","BRONX","FLD TO STOP @ STOP SIGN","1172A"
15169056,"2/9/2020","MANHATTAN","FAILED TO USE DESIGNATED LANE","1128C"
15169286,"2/9/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15170308,"2/9/2020","BRONX","PASSED RED SIGNAL","1111D1"
15172435,"2/9/2020","BROOKLYN","REFUSAL TO TAKE BREATH TEST","11941B"
15172913,"2/9/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15173034,"2/9/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15173201,"2/9/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15173203,"2/9/2020","BROOKLYN","REFUSAL TO TAKE BREATH TEST","11941B"
15173203,"2/9/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15177324,"2/9/2020","BROOKLYN","DRIVING W/ABILITY IMPARED BY DRUG","11924"
15178130,"2/9/2020","MANHATTAN","UNINSPECTED MOTOR VEHICLE","306B"
15178188,"2/9/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15178390,"2/9/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15179475,"2/9/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15180377,"2/9/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15180438,"2/9/2020","QUEENS","DRIVING W/ABILITY IMPARED BY DRUG","11924"
15180955,"2/9/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15181415,"2/9/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15186001,"2/9/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15189924,"2/9/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15190527,"2/9/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15190567,"2/9/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15191127,"2/9/2020","MANHATTAN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15194442,"2/9/2020","QUEENS","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15194450,"2/9/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15199438,"2/9/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15199671,"2/9/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15203495,"2/9/2020","BROOKLYN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15204364,"2/9/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15204378,"2/9/2020","BRONX","FAILED TO USE DESIGNATED LANE","1128C"
15204695,"2/9/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15205035,"2/9/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15205837,"2/9/2020","BROOKLYN","DRIV'G W/ABILITY IMPARED/ALCOHOL","11921"
15206056,"2/9/2020","MANHATTAN","UNINSPECTED MOTOR VEHICLE","306B"
15207166,"2/9/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15207455,"2/9/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15208758,"2/9/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15209104,"2/9/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15212880,"2/9/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15213137,"2/9/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15214014,"2/9/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15214142,"2/9/2020","STATEN ISLAND","DRIVING WHILE INTOXICATED","11923"
15214419,"2/9/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15214698,"2/9/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15214976,"2/9/2020","QUEENS","BACKING UNSAFELY","1211A"
15215144,"2/9/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15215568,"2/9/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15215672,"2/9/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15221048,"2/9/2020","BRONX","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15221126,"2/9/2020","BROOKLYN","PERMITTING OPERATION W/O INSURANCE","3191P"
15221771,"2/9/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15222036,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15222502,"2/9/2020","BRONX","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15222623,"2/9/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15223415,"2/9/2020","MANHATTAN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15224359,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15226980,"2/9/2020","BROOKLYN","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15227235,"2/9/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15227418,"2/9/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15227447,"2/9/2020","QUEENS","FLD/NOTIFY DMV CHANGE OF ADDRESS","5098"
15227736,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15227978,"2/9/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15228020,"2/9/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15228033,"2/9/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15228042,"2/9/2020","QUEENS","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15228792,"2/9/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15229105,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15229629,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15229934,"2/9/2020","MANHATTAN","BACKING UNSAFELY","1211A"
